| Caso | Precondicion | Estado |
| 293 | con otro interviniente que disponga de contrato de banca a distancia | OK |
| 293 | de tipo Particular | OK |
| 293 | con firma VTPC2 | OK |
| 295 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 295 | tipo Particular | OK |
| 295 | con tipo de firma VTPC1 | OK |
| 295 | que disponga de al menos una cuenta con fondos | OK |
| 297 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 297 | tipo Particular | OK |
| 297 | con tipo de firma VTPC2 | OK |
| 297 | que disponga de al menos una cuenta con fondos | OK |
| 299 | Usuario Particular | OK |
| 299 | Tipo de firma VTPC1 | OK |
| 303 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 303 | tipo Particular | OK |
| 303 | con firma VTPC2 | OK |
| 303 | Que disponga de al menos una cuenta | OK |
| 303 | Bloqueada | KO |
| 305 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 305 | de tipo Particular | OK |
| 305 | con firma VTPC1 | OK |
| 305 | que disponga de mas de una cuenta vista | OK |
| 305 | Con saldo | OK |
| 309 | Disponer de un usuario que contenga un contrato de banca a ditancia | OK |
| 309 | tipo Particular | OK |
| 309 | con firma VTPC1 | OK |
| 309 | que disponga de una cuenta que tenga saldo | OK |
| 312 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 312 | tipo Particular | OK |
| 312 | Que disponga de al menos una cuenta | OK |
| 312 | Con saldo retenido | KO |
| 314 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 314 | tipo Particular | OK |
| 314 | con el tipo de firma VTPC2 | OK |
| 314 | que disponga de al menos una cuenta con fondos | OK |
| 322 | Disponer de un usuario que disponga de una contrato de banca a distancia | OK |
| 322 | tipo Particular | OK |
| 322 | con firma VTPC2 | OK |
| 322 | Disponga de al menos dos cuentas como titular | OK |
| 324 | Tener usuario Particular | OK |
| 324 | Tipo de firma indistinto | KO |
| 324 | La cuenta de origen no ha de tener saldo al descubierto permitido | KO |
| 324 | Ha de ser titular de mínimo 2 cuentas | OK |
| 326 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 326 | particular | OK |
| 326 | que disponga de contrato de valores | OK |
| 326 | y de movimientos y ordenes en divisa euro y diferente a euro | KO |
| 327 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 327 | tipo Particular | OK |
| 327 | con firma vTPC1 | OK |
| 327 | que disponga de al menos una cuenta de valores | OK |
| 327 | De al menos cuenta vista asociada | OK |
| 327 | Cumpla con los requisitos para poder operar dentro del mercado de Valores | KO |
| 327 | Debe disponer de valores con títulos ya comprados en mercado internacional | KO |
| 329 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 329 | tipo Particular | OK |
| 329 | Pueda acceder como agente desde el acceso a particulares | OK |
| 329 | El usuario Red de agente, debe poseer al menos un CCV en su contrato Particular | KO |
| 329 | El usuario Red de agente debe disponer de al menos un cliente con CCV contratadas | KO |
| 339 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 339 | tipo Particular | OK |
| 339 | Pueda acceder como agente | OK |
| 339 | que disponga de posición con movimientos | KO |
| 341 | Usuario con BD Particular | OK |
| 341 | con al menos una cuenta de la que sea | OK |
| 341 | titular con movimientos | OK |
| 345 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 345 | tipo Particular | OK |
| 345 | Posea diversas cuentas | OK |
| 345 | alguna de ellas con menos de 20 movimientos en los últimos 90 días | OK |
| 351 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 351 | tipo Particular | OK |
| 351 | que tenga una cuenta con movimientos | OK |
| 355 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 355 | tipo Particular | OK |
| 355 | que tenga cargado un documento de recibo para descargar | KO |
| 363 | Usuario de empresas con banca distancia empresas | OK |
| 365 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 365 | de tipo Particular | OK |
| 365 | que disponga de varias cuentas a la vista | OK |
| 365 | De un tipo de firma vTPC1 o vTPC2 | OK |
| 365 | Disponga de formulario de solicitud de orden de domiciliación | KO |
| 365 | y dos recibos de telefonía | KO |
| 365 | en formato correcto ya preparado para la subida | KO |
| 367 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 367 | de tipo Particular | OK |
| 367 | que disponga de varias cuentas a la vista | OK |
| 367 | De un tipo de firma vTPC1 o vTPC2 | OK |
| 367 | Disponga de formulario de solicitud de orden de domiciliación | KO |
| 367 | y más de un recibo a domiciliar | KO |
| 371 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 371 | de tipo Particular | OK |
| 371 | que disponga de varias cuentas a la vista | OK |
| 371 | De un tipo de firma vTPC1 o vTPC2 | OK |
| 371 | Disponga de formulario de solicitud de orden de domiciliación | KO |
| 371 | y al menos un recibo de Grandes emisores | KO |
| 373 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 373 | de tipo Particular | OK |
| 373 | que disponga de fondos | KO |
| 373 | cuentas | OK |
| 373 | y valores | OK |
| 373 | a poder ser también depósitos | KO |
| 375 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 375 | de tipo Particular | OK |
| 375 | que disponga de fondos | KO |
| 375 | cuentas | OK |
| 375 | y valores | OK |
| 385 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo Empresa | OK |
| 385 | Tenga una o varias tarjetas de crédito | OK |
| 387 | Disponer de un usuario particular con contrato de banca a distancia | OK |
| 387 | Debe disponer por lo menos de una cuenta asociada | OK |
| 387 | El usuario debe disponer de prestamos incorporados a su nombre con destino profesional | KO |
| 391 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 391 | de tipo Particular | OK |
| 391 | con tipo de firma VTPC2 | OK |
| 391 | que disponga de cuentas a la vista | OK |
| 391 | que disponga de saldo | OK |
| 393 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 393 | tipo Empresa | OK |
| 393 | con firma VTPC2 | OK |
| 393 | que disponga de al menos una cuenta vista | OK |
| 393 | Con saldo | OK |
| 395 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 395 | tipo Particular | OK |
| 395 | con firma VTPC2 | OK |
| 395 | que disponga de al menos una cuenta vista | OK |
| 395 | Con saldo | OK |
| 398 | Tener un usuario Particular | OK |
| 398 | con mas de 3 cuentas | OK |
| 398 | que tenga tipo de firma VTPC1 | OK |
| 400 | Tener usuario Particular | OK |
| 400 | Tipo de firma del usuario VTPC2 | OK |
| 400 | Haber realizado una transferencia a una entidad que no sea BS | KO |
| 402 | Tener usuario Particular | OK |
| 402 | Tipo de firma indistinto | KO |
| 402 | La cuenta de origen ha de tener saldo al descubierto permitido | KO |
| 409 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 409 | de tipo Particular | OK |
| 409 | con firma VTPC2 | OK |
| 409 | que disponga de cuenta vista | OK |
| 409 | Con saldo | OK |
| 409 | y esta tenga al menos dos titulares | KO |
| 413 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 413 | tipo Particular | OK |
| 413 | con firma VTPC2 | OK |
| 413 | que disponga de al menos una cuenta que tenga saldo | OK |
| 413 | disponer de un IBAN de una cuenta que este cancelada | KO |
| 417 | Usuario particular que tenga el dni caducado | OK |
| 417 | o no tenga contrato de avisos y alertas | OK |
| 421 | Disponer de un usuario particular con contrato de banca a distancia | OK |
| 421 | El usuario debe disponer de algún contrato de cualquier tipo firmado anteriormente | KO |
| 423 | Usuario con solo perfil Particular | OK |
| 425 | Usuario dual con 2 perfiles Particular y Empresa | KO |
| 431 | Disponer de un usuario que tenga un contrato de Banca a distancia | OK |
| 431 | tipo Particular | OK |
| 431 | que posea de un contrato de Avisos y Alertas | OK |
| 431 | Varias cuentas a la vista | OK |
| 431 | Con saldo | OK |
| 431 | este debe tener configurado un tipo de firma vTPC1 o vTPC2 | OK |
| 431 | tiene que estar enrolado con un dispositivo | KO |
| 431 | y tener una cuenta asociada a este dispositivo | KO |
| 431 | disponer del teléfono del cliente al que enviaremos el dinero | KO |
| 431 | este debe estar enrolado en la aplicación y tener activado el Instant Payments | KO |
| 433 | Disponer de un usuario que tenga un contrato de Banca a distancia | OK |
| 433 | tipo Particular | OK |
| 433 | que posea de un contrato de Avisos y Alertas | OK |
| 433 | Varias cuentas a la vista | OK |
| 433 | Con saldo | OK |
| 433 | este debe tener configurado un tipo de firma vTPC1 o vTPC2 | OK |
| 433 | tiene que estar enrolado con un dispositivo | KO |
| 433 | y tener una cuenta asociada a este dispositivo | KO |
| 439 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 439 | tipo Particular | OK |
| 439 | y esté inscrito en otra entidad en el servicio de Pagos inmediatos | KO |
| 445 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 445 | tipo Particular puro de Urquijo | KO |
| 445 | que posea Carteras | KO |
| 447 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 447 | tipo Particular puro de Urquijo | KO |
| 447 | que disponga de productos SICAVs para poder realizar consultas | KO |
| 449 | Disponer de un usuario con un contrato de banca a distancia particular | OK |
| 449 | Usuario debe tener tipo de firma vTPC2 o vTPC3 | OK |
| 449 | Usuario con al menos una tarjetaactivas | OK |
| 449 | Con saldo disponible | OK |
| 455 | Disponer de un usuario que contenga un contrato de banca a distancia | OK |
| 455 | tipo Particular | OK |
| 455 | que disponga de notificaciones de documentos destacados pendientes de leer | KO |
| 459 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 459 | tipo Particular | OK |
| 459 | que disponga de más de 3 cuentas | OK |
| 461 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 461 | El usuario no debe de tener cuentas donde aparezca como Titular | OK |
| 461 | Debe tener una cuenta base donde el usuario de BSO esté como Autorizado | OK |
| 461 | Con una cuenta base donde el titular sea autorizado | KO |
| 464 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 464 | Con una cuenta base y sin cuenta cialp | KO |
| 464 | Usuario con un hijo mayor de edad | KO |
| 466 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 466 | Usuario con una cuenta cialp | OK |
| 466 | Usuario sin hijos que solo muestra la opción de contratación "Solo yo" | KO |
| 468 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 468 | Con una cuenta base y sin cuenta cialp y con DNI caducado | OK |
| 468 | Usuario sin hijos que solo muestra la opción de contratación "Solo yo" | KO |
| 470 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 470 | Con una cuenta base y sin cuenta cialp y sin AA modelar | OK |
| 470 | Usuario sin hijos que solo muestra la opción de contratación "Solo yo" | KO |
| 472 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 472 | Con una cuenta base y sin cuenta cialp y DNI sin caducar | OK |
| 472 | Usuario con la opción de contratar para otra persona | KO |
| 474 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 474 | Con una cuenta base y sin cuenta cialp y DNI sin caducar | OK |
| 474 | Usuario con la opción de contratar para solo yo y para otra persona | KO |
| 480 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 480 | de | OK |
| 480 | de tipo Particular | OK |
| 480 | que disponga de una cuenta con uno o varias | OK |
| 480 | Con movimientos no de tarjeta | OK |
| 482 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 482 | de | OK |
| 482 | de tipo Particular | OK |
| 482 | Posea diversas cuentas con movimientos que tengan más de un interviniente | OK |
| 484 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 484 | de | OK |
| 484 | de tipo Particular | OK |
| 484 | que posea hasta un máximo de 4 cuentas | OK |
| 484 | con traspasos entre cuentas propias que tengan alias largos | KO |
| 486 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 486 | de | OK |
| 486 | de tipo Particular | OK |
| 486 | que posea hasta un máximo de 4 cuentas | OK |
| 486 | con movimientos recientes | OK |
| 488 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 488 | de | OK |
| 488 | de tipo Particular | OK |
| 488 | que posea hasta un máximo de 4 cuentas | OK |
| 488 | con movimientos recientes y uno de ellos con descripción e info de cuenta abreviados | OK |
| 490 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 490 | de | OK |
| 490 | de tipo Particular | OK |
| 490 | que posea una cuenta y más de 20 movimientos | OK |
| 492 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 492 | de | OK |
| 492 | de tipo Particular | OK |
| 492 | que posea una cuenta y menos de 20 movimientos | OK |
| 492 | Disponga de timeline | KO |
| 494 | Disponer de un usuario que disponga de un contrato de banca a distancia | OK |
| 494 | de | OK |
| 494 | de tipo Particular | OK |
| 494 | Haya entrado al menos una vez en el BS Online | KO |
| 494 | Disponga de un contrato de avisos y alertas | OK |
| 494 | De documentos fiscales disponibles | KO |
| 496 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 496 | de | OK |
| 496 | de tipo Particular | OK |
| 496 | que posea más de 9 cuentas | OK |
| 511 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 511 | de | OK |
| 511 | de tipo Particular | OK |
| 511 | que disponga de una cuenta con un pago pendiente | KO |
| 513 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 513 | de | OK |
| 513 | de tipo Particular | OK |
| 513 | que no disponga de ninguna cuenta | KO |
| 517 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia | OK |
| 517 | de | OK |
| 517 | de tipo Particular | OK |
